"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        ESCENARIO: Activación Nokia FTTH con INTERNET + VOIP + IPTV.

        Es el caso más completo de Nokia FTTH — tres servicios, cada uno
        con su QoS específico. Si este caso pasa, la ruta básica funciona.

        Resultado esperado: HTTP 202.
        ","422","test_act01_nokia_ftth_tres_servicios_devuelve_202","tests.api","2026-07-20","passed","2026-07-20","TestActivacionValida","test_activation","",""
"
        ESCENARIO: Reset válido → body tiene txn_id.

        Resultado esperado: campo txn_id presente.
        ","3","test_rst13_respuesta_contiene_txn_id","tests.api","2026-07-20","passed","2026-07-20","TestResetRespuesta","test_reset_ont","",""
"
        ESCENARIO: El header Authorization viene con un string que no es JWT.

        Por qué puede pasar:
            Un cliente mal configurado, un ataque de fuerza bruta,
            o un token de otro sistema.

        Resultado esperado: HTTP 401 Unauthorized
        ","3","test_sec02_token_malformado_devuelve_401","tests.security","2026-07-20","passed","2026-07-20","TestAutenticacionAPI","test_auth","",""
"
        ESCENARIO: GET sin header Authorization.

        Sin token no se puede saber quién hace la consulta.

        Resultado esperado: HTTP 401.
        ","2","test_ops04_sin_token_devuelve_401[fiber-change-fiber-change]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionAuth","test_operation_status","",""
"
        ESCENARIO: Rol ADMIN resetea desde el portal.

        Resultado esperado: HTTP 202.
        ","3","test_rst10_admin_puede_resetear","tests.api","2026-07-20","passed","2026-07-20","TestResetRBACPortal","test_reset_ont","",""
"
        ESCENARIO: Baja Nokia FTTH — VNO DTV (caso base).

        Es la baja más básica. Si este caso falla, toda la suite de baja falla.

        Resultado esperado: HTTP 202.
        ","4","test_baj01_nokia_ftth_dtv_devuelve_202","tests.api","2026-07-20","passed","2026-07-20","TestBajaValida","test_deactivation","",""
"
        ESCENARIO: Token con solo komands:read — sin permiso de escritura.

        La activación requiere scope komands:write (o komands:provision
        en v2.2 final). Sin él no se puede modificar la red.

        Resultado esperado: HTTP 403.
        ","3","test_act11_scope_insuficiente_devuelve_403","tests.api","2026-07-20","passed","2026-07-20","TestActivacionSinAutorizacion","test_activation","",""
"
        ESCENARIO: Consulta de estado con token de API VNO (no token de portal).

        ServiceNow usa su token VNO para consultar el estado de una operación
        que encoló previamente. El endpoint debe aceptar tokens de API VNO
        con scope komands:query, no solo tokens de portal con transaction:read.

        Resultado esperado: HTTP 200.
        ","3","test_ops07_vno_api_token_puede_consultar_estado[CVTR[02]-device-modification-device-modification]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionVNOToken","test_operation_status","",""
"PASO 7 — Baja de acceso con serial post-swap (unsubscription).","3","test_e2e_07_baja[Nokia-GTD]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Token con VNO desconocida (""FAKE_VNO"").

        Komands solo acepta VNOs registrados (verificados en portal 2026-06-17):
        DTV, VTR, Entel, ENTEL, TCH, Claro, Genérico. FAKE_VNO no está en esa lista.

        Resultado esperado: HTTP 403.
        ","3","test_act10_vno_no_autorizada_devuelve_403","tests.api","2026-07-20","passed","2026-07-20","TestActivacionSinAutorizacion","test_activation","",""
"PASO 2 — Consultar estado Alta.","4","test_e2e_02_estado_alta[Huawei-TCH]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: El campo operation en la respuesta refleja el endpoint llamado.

        Permite que el consumidor verifique que está leyendo el estado
        del tipo de operación correcto y no hay confusión de rutas.

        Resultado esperado: campo operation == nombre del endpoint.
        ","4","test_ops02_estado_devuelve_operacion_correcta[fiber-change-fiber-change]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionOK","test_operation_status","",""
"
        ESCENARIO: Consulta de acceso con source=live (PV-QRY-002).

        Con source=live Komands dispara SSH a la OLT y retorna el estado
        en tiempo real, sin pasar por caché Redis. Es más lento que cache
        pero garantiza datos actualizados. El mock devuelve source=live
        en la respuesta para confirmar que el parámetro fue procesado.

        Resultado esperado: HTTP 200 con campo source == ""live"".
        ","4","test_qry07_acceso_source_live_devuelve_200[TCH[00]]","tests.api","2026-07-20","passed","2026-07-20","TestConsultaAcceso","test_queries","",""
"PV-MOD: Modificación — combinaciones VNO × OLT × operación faltantes en la matriz.","3","test_mod_matriz[PV-MOD-234-ENTEL-OLT-SCL-010-False-BLOCK]","tests.api","2026-07-20","passed","2026-07-20","","test_modification","",""
"
        ESCENARIO: Unsubscription Nokia — paso crítico falla durante la baja CLI.

        Komands había iniciado la baja del servicio (paso 1 OK) pero el paso 2
        (eliminar service-port) falla. Komands revierte el paso 1 (re-activa el
        service-port) y retorna ROLLED_BACK.

        El cliente queda con el servicio activo — no queda desconectado sin que
        la baja se haya completado.

        Resultado esperado: HTTP 202 con status=ROLLED_BACK y error_code=KMD-5021.
        ","4","test_rbk06_unsubscription_nokia_paso_critico_falla_retorna_rolled_back","tests.api","2026-07-20","passed","2026-07-20","TestRollbackEnOtrasOperaciones","test_rollback","",""
"
        ESCENARIO: Rol OPERATOR realiza swap desde el portal.

        Resultado esperado: HTTP 202.
        ","4","test_ont11_operator_puede_hacer_swap","tests.api","2026-07-20","passed","2026-07-20","TestSwapRBACPortal","test_device_modification","",""
"
        ESCENARIO: El acceso ya no tiene provisión activa — fue dado de baja previamente.

        ServiceNow puede intentar cancelar una orden cuyo acceso ya no existe en la OLT
        (por ejemplo, si la baja fue ejecutada manualmente). En ese caso Komands no debe
        generar una transacción en la red — solo cierra la orden con HTTP 200 + NO_ACTION.

        El campo external_order_id=""NO_PROVISION"" actúa como centinela en el mock.

        Resultado esperado: HTTP 200 con status=NO_ACTION (sin txn_id — no hubo operación).
        ","4","test_can02_sin_provision_activa_cierra_orden_sin_transaccion","tests.api","2026-07-20","passed","2026-07-20","TestCancelOrderCasosEspeciales","test_cancel_order","",""
"
        ESCENARIO: Huawei FTTH con operation_type=""REBOOT"".

        Mismo comportamiento que Nokia — Huawei tampoco conoce REBOOT.

        Resultado esperado: CommandBuilderError con mención de ""REBOOT"".
        ","1","test_huawei_operation_type_desconocido_lanza_error","tests.unit","2026-07-20","passed","2026-07-20","TestModificacionValidacion","test_command_builder","",""
"
        ESCENARIO: Baja Nokia FTTH — el comando de eliminación es obligatorio.

        'no equipment ont interface' elimina el ONT de la configuración.
        Sin él el ONT queda registrado aunque el cliente ya no esté.

        Resultado esperado: los comandos contienen 'no equipment ont interface'.
        ","0","test_nokia_baja_contiene_no_equipment_ont_interface","tests.unit","2026-07-20","passed","2026-07-20","TestNokiaFTTHDeactivation","test_command_builder","",""
"PV-MOD: Modificación — combinaciones VNO × OLT × operación faltantes en la matriz.","4","test_mod_matriz[PV-MOD-238-ENTEL-OLT-SCL-010-False-UNBLOCK]","tests.api","2026-07-20","passed","2026-07-20","","test_modification","",""
"
        ESCENARIO: Desbloqueo de servicio Nokia FTTH.

        UNBLOCK reactiva el ONT con admin-state up — es el reverso de BLOCK.

        Resultado esperado: los comandos contienen 'admin-state up'.
        ","0","test_nokia_mod_unblock_contiene_admin_state_up","tests.unit","2026-07-20","passed","2026-07-20","TestNokiaFTTHModification","test_command_builder","",""
"
        ESCENARIO: Consulta de estado con token de API VNO (no token de portal).

        ServiceNow usa su token VNO para consultar el estado de una operación
        que encoló previamente. El endpoint debe aceptar tokens de API VNO
        con scope komands:query, no solo tokens de portal con transaction:read.

        Resultado esperado: HTTP 200.
        ","3","test_ops07_vno_api_token_puede_consultar_estado[ENTEL[03]-service-activation-service-activation]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionVNOToken","test_operation_status","",""
"PASO 3 — Cambio Plan Comercial 100M/20M -> 200M/50M (service-modification).","3","test_e2e_03_modificacion[Huawei-ENTEL]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Consulta de estado con token de API VNO (no token de portal).

        ServiceNow usa su token VNO para consultar el estado de una operación
        que encoló previamente. El endpoint debe aceptar tokens de API VNO
        con scope komands:query, no solo tokens de portal con transaction:read.

        Resultado esperado: HTTP 200.
        ","3","test_ops07_vno_api_token_puede_consultar_estado[TCH[00]-service-activation-service-activation]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionVNOToken","test_operation_status","",""
"
        ESCENARIO: Usuario con rol ADMIN hace POST /users para crear un nuevo usuario.

        La gestión de usuarios (crear, modificar, desactivar) es exclusiva
        del ADMIN. Esto previene escalación de privilegios — solo el ADMIN
        puede otorgar acceso a otros.

        Resultado esperado: HTTP 201 Created
        ","3","test_rbac08_admin_puede_crear_usuarios","tests.security","2026-07-20","passed","2026-07-20","TestRBAC","test_rbac","",""
"PASO 6 — Consultar estado Cambio Dispositivo.","3","test_e2e_06_estado_cambio_dispositivo[Nokia-VTR]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Flag global OFF pero flag específico para ENTEL ON.

        Precondición:
          - feature_flag (vno_code=NULL, enabled=FALSE)   ← global OFF
          - feature_flag (vno_code='ENTEL', enabled=TRUE) ← ENTEL ON
        Acción: POST activation con VNO-03 ENTEL.
        Resultado esperado: Komands procesa (flag más específico gana).
        ","0","test_flg01b_flag_especifico_vno_on_sobreescribe_global","tests.feature_flags","2026-07-20","skipped","2026-07-20","TestFlagOn","test_feature_flags","",""
"
        ESCENARIO: Consulta con access_id que no existe en el sistema.

        El sistema debe devolver 404 con error_code=KMD-2002.
        ServiceNow usa este error para saber que no hay ONT que operar.

        Resultado esperado: HTTP 404.
        ","3","test_qry03_acceso_inexistente_devuelve_404[CVTR[02]]","tests.api","2026-07-20","passed","2026-07-20","TestConsultaAcceso","test_queries","",""
"
        ESCENARIO: Flag activo → OLT Nokia retorna 202; flag apagado → OLT Huawei KMD-4001.

        Simula la migración gradual: Nokia primero, Huawei después.
        Activa el flag, verifica OLT Nokia (OLT-SAN-001), apaga el flag,
        verifica OLT Huawei (OLT-SAN-002).

        Resultado esperado: Nokia → 202, Huawei → KMD-4001.
        ","13","test_flg03_flag_encendido_luego_apagado_nokia_huawei","tests.api","2026-07-20","passed","2026-07-20","TestFeatureFlagsBaja","test_feature_flags_postventa","",""
"PASO 2 — Consultar estado Alta.","4","test_e2e_02_estado_alta[Nokia-GTD]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Los 4 VNOs autorizados pueden hacer swap.

        Resultado esperado: HTTP 202 para cada VNO.
        ","3","test_ont15_todos_los_vnos_pueden_hacer_swap[DTV]","tests.api","2026-07-20","passed","2026-07-20","TestSwapMultiVNO","test_device_modification","",""
"
        ESCENARIO: Activación válida → verificar que el body tiene txn_id.

        txn_id es el UUID que ServiceNow usa para rastrear la transacción
        y consultar el estado vía GET /{operation}/{uuid}.

        Resultado esperado: campo txn_id presente en la respuesta.
        ","4","test_act15_respuesta_contiene_txn_id","tests.api","2026-07-20","passed","2026-07-20","TestActivacionRespuesta","test_activation","",""
"
        ESCENARIO: Consulta de acceso con source=live (PV-QRY-002).

        Con source=live Komands dispara SSH a la OLT y retorna el estado
        en tiempo real, sin pasar por caché Redis. Es más lento que cache
        pero garantiza datos actualizados. El mock devuelve source=live
        en la respuesta para confirmar que el parámetro fue procesado.

        Resultado esperado: HTTP 200 con campo source == ""live"".
        ","3","test_qry07_acceso_source_live_devuelve_200[CVTR[02]]","tests.api","2026-07-20","passed","2026-07-20","TestConsultaAcceso","test_queries","",""
"PASO 3 — Cambio Plan Comercial 100M/20M -> 200M/50M (service-modification).","4","test_e2e_03_modificacion[Nokia-WOM]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PV-CAN: Sin provisión activa → NO_ACTION — combinaciones VNO × OLT faltantes.","3","test_can_matriz_sin_provision_activa[ids5-ENTEL-OLT-SCL-010-False-ENTEL/Nokia-FTTH]","tests.api","2026-07-20","passed","2026-07-20","","test_cancel_order","",""
"
        ESCENARIO: Consulta de estado con UUID centinela (todos-ceros).

        El UUID 00000000-0000-0000-0000-000000000000 es el centinela estándar
        para ""transacción no encontrada"" en el mock — equivale a un txn_id
        inexistente o ya expirado del historial.

        Resultado esperado: HTTP 404.
        ","3","test_ops03_uuid_no_encontrado_devuelve_404[device-modification-device-modification]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionNotFound","test_operation_status","",""
"
        ESCENARIO: Rol VIEWER intenta consultar estado de operación.

        VIEWER solo tiene transaction:read — en el mock de prueba sí puede
        consultar, pero este test verifica que el endpoint requiere autenticación
        correcta. El rol VIEWER con transaction:read SÍ debe tener acceso.

        Resultado esperado: HTTP 200 (VIEWER tiene transaction:read).
        ","3","test_ops05_viewer_no_puede_consultar_estado[unsubscription-unsubscription]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionAuth","test_operation_status","",""
"PASO 8 — Consultar estado Baja. Cierra el ciclo de vida del acceso.","4","test_e2e_08_estado_baja[Huawei-VTR]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Consulta de estado con token de API VNO (no token de portal).

        ServiceNow usa su token VNO para consultar el estado de una operación
        que encoló previamente. El endpoint debe aceptar tokens de API VNO
        con scope komands:query, no solo tokens de portal con transaction:read.

        Resultado esperado: HTTP 200.
        ","3","test_ops07_vno_api_token_puede_consultar_estado[ENTEL[03]-fiber-change-fiber-change]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionVNOToken","test_operation_status","",""
"PASO 1 — Alta de acceso FTTH (service-activation).","3","test_e2e_01_alta[Nokia-Entel]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Cada VNO autorizado envía una activación.

        VNOs verificados en portal real (onf-komands.cl:9010) — 2026-06-17:
        DTV, VTR, ENTEL, TCH, Claro, GTD, WOM, Genérico.
        Si alguno falla con 403, ese VNO no está en la lista del mock.

        Resultado esperado: HTTP 202 para cada VNO.
        ","3","test_act17_todos_los_vnos_pueden_activar[ENTEL]","tests.api","2026-07-20","passed","2026-07-20","TestActivacionMultiVNO","test_activation","",""
"PASO 6 — Consultar estado Cambio Dispositivo.","3","test_e2e_06_estado_cambio_dispositivo[Huawei-Claro]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        Activación: la tecnología del body no es FTTH ni SSAA.

        El servidor real solo admite FTTH y SSAA. Si llega otra tecnología,
        devuelve u_return_code=100 sin ejecutar nada en la OLT.
        ","4","test_rc007_activacion_tecnologia_no_reconocida","tests.api","2026-07-20","passed","2026-07-20","TestCodigosRealesJeffrey","test_return_codes_real","",""
"
        ESCENARIO: Los 4 VNOs autorizados pueden hacer swap.

        Resultado esperado: HTTP 202 para cada VNO.
        ","4","test_ont15_todos_los_vnos_pueden_hacer_swap[ENTEL]","tests.api","2026-07-20","passed","2026-07-20","TestSwapMultiVNO","test_device_modification","",""
"PASO 5 — Swap ONT: serial original -> serial nuevo (device-modification).","3","test_e2e_05_cambio_dispositivo[Nokia-Entel]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"PV-PAR-324: Paridad Cambio de ONT SSAA Movistar/Nokia — Komands ≡ BluePlanet.","0","test_par324_tch_nokia_ssaa_cambio_ont_paridad_komands_blueplanet","tests.api","2026-07-20","skipped","2026-07-20","TestParidadTCHNokiaSSAA","test_par_provision","",""
"
        ESCENARIO: Ya hay una transacción IN_PROGRESS para este acceso.

        Komands no puede ejecutar dos operaciones simultáneas sobre el mismo acceso —
        hacerlo causaría que los comandos en la OLT se pisen entre sí y la red quede
        en estado inconsistente.

        Devuelve HTTP 409 + KMD-3003 para que ServiceNow espere y reintente una vez
        que la transacción en curso haya terminado.

        El campo external_order_id=""IN_PROGRESS"" actúa como centinela en el mock.

        Resultado esperado: HTTP 409 con error_code=KMD-3003.
        ","3","test_can03_txn_en_progreso_rechaza_409_kmd3003","tests.api","2026-07-20","passed","2026-07-20","TestCancelOrderCasosEspeciales","test_cancel_order","",""
"PASO 5 — Swap ONT: serial original -> serial nuevo (device-modification).","3","test_e2e_05_cambio_dispositivo[Huawei-Claro]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: El puerto PON de destino ya tiene 128 ONTs (límite Nokia GPON) y
        no puede aceptar una nueva ONT.

        Komands detecta la falta de capacidad en el intento de alta en el puerto
        destino y reporta FAILED. El cliente sigue activo en el puerto origen.

        Resultado esperado: HTTP 202 con status=FAILED y error_code=KMD-1003.
        ","4","test_fm03_puerto_destino_sin_capacidad_retorna_failed_kmd1003","tests.api","2026-07-20","passed","2026-07-20","TestFiberModificationErrores","test_fiber_modification","",""
"PV-ONT: Swap exitoso — combinaciones VNO × OLT faltantes en la matriz.","4","test_ont_matriz_success[PV-ONT-264-ENTEL-OLT-SCL-011-True]","tests.api","2026-07-20","passed","2026-07-20","","test_device_modification","",""
"PASO 8 — Consultar estado Baja. Cierra el ciclo de vida del acceso.","4","test_e2e_08_estado_baja[Huawei-ENTEL]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Rol AUDITOR intenta consultar estado de operación.

        AUDITOR solo tiene audit:read — no tiene transaction:read.
        Las consultas de estado de operación requieren transaction:read.

        Resultado esperado: HTTP 403.
        ","3","test_ops06_auditor_sin_transaction_read_devuelve_403[unsubscription-unsubscription]","tests.api","2026-07-20","passed","2026-07-20","TestEstadoOperacionAuth","test_operation_status","",""
"
        ESCENARIO: Activación Huawei SSAA grupo A.

        El primer paso siempre es registrar el ONT con 'ont add',
        igual que en FTTH. La diferencia está en el service-port.

        Resultado esperado: los comandos contienen 'ont add'.
        ","1","test_huawei_ssaa_contiene_ont_add","tests.unit","2026-07-20","passed","2026-07-20","TestHuaweiSSAA","test_command_builder","",""
"Cambio de equipo: SL ID no asociado devuelve u_return_code=30.","4","test_rc003c_device_mod_slid_not_associated","tests.api","2026-07-20","passed","2026-07-20","TestCodigosRealesJeffrey","test_return_codes_real","",""
"PASO 7 — Baja de acceso con serial post-swap (unsubscription).","4","test_e2e_07_baja[Nokia-DTV]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Activación Huawei SSAA grupo A con svlan=100.

        A diferencia de FTTH que usa vlan 100 hardcodeada, SSAA debe
        usar el svlan del payload (puede ser cualquier valor).

        Resultado esperado: los comandos contienen 'vlan 100' (svlan).
        ","0","test_huawei_ssaa_usa_svlan_en_service_port","tests.unit","2026-07-20","passed","2026-07-20","TestHuaweiSSAA","test_command_builder","",""
"
        ESCENARIO: ServiceNow reintenta una activación con el mismo X-Correlation-ID.

        Primera llamada → 202 ACCEPTED con txn_id generado.
        Segunda llamada con mismo X-Correlation-ID → 200 con el txn_id original.
        La OLT solo fue contactada 1 vez (no hay doble ejecución).

        Resultado esperado: Segunda llamada retorna 200 con txn_id idéntico al primero.
        ","7","test_idp01_correlation_id_duplicado_no_reejcuta_en_olt","tests.api","2026-07-20","passed","2026-07-20","TestIdempotencia","test_idempotency","",""
"PV-MOD: Modificación — combinaciones VNO × OLT × operación faltantes en la matriz.","4","test_mod_matriz[PV-MOD-229-CVTR-OLT-VAL-002-True-UNBLOCK]","tests.api","2026-07-20","passed","2026-07-20","","test_modification","",""
"PASO 3 — Cambio Plan Comercial 100M/20M -> 200M/50M (service-modification).","3","test_e2e_03_modificacion[Huawei-TCH]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: Reset Huawei FTTH — el ONT existe en la OLT pero está offline.

        Mismo escenario que RST-20 pero para equipos Huawei MA5800.
        La OLT Huawei también reporta el ONT como offline cuando no hay señal.

        Resultado esperado: HTTP 202 con estado FAILED y error_code KMD-2003.
        ","3","test_rst21_huawei_ont_offline_retorna_failed","tests.api","2026-07-20","passed","2026-07-20","TestResetONTOffline","test_reset_ont","",""
"
        ESCENARIO: Activación Nokia FTTH con INTERNET + VoIP + IPTV.

        IPTV usa Q5/P6 — la más alta prioridad.
        Sin esto el streaming de video sufre buffering.

        Resultado esperado: los comandos contienen Q5 y P6.
        ","1","test_nokia_ftth_activation_iptv_qos_q5_p6","tests.unit","2026-07-20","passed","2026-07-20","TestNokiaFTTH","test_command_builder","",""
"
        ESCENARIO: Cambio de fibra cross-vendor — OLT Nokia origen, OLT Huawei destino.

        El cliente migra de OLT-SAN-001 (Nokia) a OLT-SAN-002 (Huawei).
        Komands debe soportar la combinación de fabricantes sin rechazar la solicitud.
        La secuencia de comandos en cada OLT es diferente, pero la API es la misma.

        Resultado esperado: HTTP 202 con status=PENDING.
        ","4","test_fib02_cross_vendor_nokia_a_huawei_acepta_y_encola[TCH[00]]","tests.api","2026-07-20","passed","2026-07-20","TestFiberChangeHappyPath","test_fiber_change","",""
"
        ESCENARIO: Activación Nokia SSAA grupo DX — best effort XGSPON.

        DX es la variante XGSPON del grupo D: velocidad alta sin garantía.
        Usado para clientes empresariales con alto volumen pero tolerantes a jitter.

        Resultado esperado: HTTP 202.
        ","4","test_act22_nokia_ssaa_grupo_dx_xgspon_devuelve_202","tests.api","2026-07-20","passed","2026-07-20","TestActivacionSSAAGruposExtendidos","test_activation","",""
"
        ESCENARIO: Los 4 VNOs autorizados pueden resetear un ONT.

        Resultado esperado: HTTP 202 para cada VNO.
        ","4","test_rst15_todos_los_vnos_pueden_resetear[ENTEL]","tests.api","2026-07-20","passed","2026-07-20","TestResetMultiVNO","test_reset_ont","",""
"
        ESCENARIO: Activación válida → el status inicial es PENDING.

        La activación es asíncrona — Komands encola la operación y
        devuelve PENDING. El estado final llega por callback.

        Resultado esperado: campo status == ""PENDING"".
        ","4","test_act16_respuesta_contiene_status_pending","tests.api","2026-07-20","passed","2026-07-20","TestActivacionRespuesta","test_activation","",""
"PV-MOD: Modificación — combinaciones VNO × OLT × operación faltantes en la matriz.","4","test_mod_matriz[PV-MOD-247-TCH-OLT-SCL-010-False-UNBLOCK]","tests.api","2026-07-20","passed","2026-07-20","","test_modification","",""
"PV-MOD: Modificación — combinaciones VNO × OLT × operación faltantes en la matriz.","4","test_mod_matriz[PV-MOD-231-CVTR-OLT-VAL-003-True-BLOCK]","tests.api","2026-07-20","passed","2026-07-20","","test_modification","",""
"PV-BAJ: ONT no encontrado (KMD-2002) — combinaciones VNO × OLT faltantes.","4","test_baj_matriz_ont_not_found[PV-BAJ-210-TCH-OLT-SAN-001-False]","tests.api","2026-07-20","passed","2026-07-20","","test_deactivation","",""
"PASO 2 — Consultar estado Alta.","3","test_e2e_02_estado_alta[Huawei-Entel]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
    PV-SEC-005: Toda operación exitosa genera registro en audit_log PostgreSQL.

    audit_log debe contener: txn_id, action, vno_code, olt_name, actor,
    timestamp. El trigger de inmutabilidad impide UPDATE/DELETE posterior.
    Requiere PostgreSQL DEV con schema Komands desplegado.
    ","0","test_sec_pv005_operacion_exitosa_registra_audit_log","tests.security","2026-07-20","skipped","2026-07-20","","test_auth_infra","",""
"
        ESCENARIO: Activación Huawei FTTH con INTERNET + VOIP + IPTV.

        Huawei con los tres servicios — incluye gemport 7 para IPTV.

        Resultado esperado: HTTP 202.
        ","4","test_act04_huawei_ftth_con_iptv_devuelve_202","tests.api","2026-07-20","passed","2026-07-20","TestActivacionValida","test_activation","",""
"
        ESCENARIO: Token con VNO desconocida (no en lista de VNOs autorizadas)
        intentando ejecutar un cambio de fibra.

        Komands solo acepta VNOs registradas: DTV, CVTR, ENTEL, TCH.

        Resultado esperado: HTTP 403.
        ","3","test_fib06_vno_no_autorizada_rechaza_403","tests.api","2026-07-20","passed","2026-07-20","TestFiberChangeAutenticacion","test_fiber_change","",""
"PASO 2 — Consultar estado Alta.","3","test_e2e_02_estado_alta[Nokia-WOM]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: build_modification con vendor=""cisco"".

        El guard de vendor aplica en modificación también.

        Resultado esperado: CommandBuilderError con mención del vendor.
        ","0","test_modificacion_vendor_desconocido_lanza_error","tests.unit","2026-07-20","passed","2026-07-20","TestValidacionVendorProducto","test_command_builder","",""
"PASO 2 — Consultar estado Alta.","4","test_e2e_02_estado_alta[Nokia-DTV]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: JWT válido con VNO=DTV, pero scope = 'komands:read'.
                   El cliente solo tiene permiso de lectura e intenta un POST.

        Por qué importa:
            El scope 'komands:write' es obligatorio para todas las operaciones
            que modifican la red (activation, deactivation, etc.).
            Un cliente de solo lectura (ej: monitoreo) no puede activar servicios.

        El fixture 'readonly_token' viene del conftest.py.

        Resultado esperado: HTTP 403 Forbidden
        ","3","test_sec06_scope_insuficiente_devuelve_403","tests.security","2026-07-20","passed","2026-07-20","TestAutenticacionAPI","test_auth","",""
"
        ESCENARIO: SPEED_CHANGE Huawei FTTH sin indicar el nuevo perfil de velocidad.

        Mismo comportamiento que Nokia — Huawei también requiere el perfil
        para generar 'ont modify ... traffic-profile'.

        Resultado esperado: CommandBuilderError con mención de 'new_speed_profile'.
        ","0","test_huawei_speed_change_sin_perfil_lanza_error","tests.unit","2026-07-20","passed","2026-07-20","TestModificacionValidacion","test_command_builder","",""
"PASO 6 — Consultar estado Cambio Dispositivo.","4","test_e2e_06_estado_cambio_dispositivo[Huawei-Entel]","tests.e2e","2026-07-20","passed","2026-07-20","TestLifecycleFTTHAllVNOs","test_lifecycle_ftth_all_vnos","",""
"
        ESCENARIO: El flag de DTV estaba activado. Se detecta un problema
                   en producción y se apaga el flag. Las siguientes operaciones
                   deben ir a BluePlanet inmediatamente, sin deploy.

        Este es el mecanismo de contingencia del proyecto:
            Tiempo de rollback objetivo: < 5 minutos (solo cambiar enabled=false en BD).

        Resultado esperado:
            - Antes del rollback: 202 (Komands procesa)
            - Después del rollback: KMD-4001 (BluePlanet procesa)
        ","13","test_ff04_rollback_flag_desvia_a_blueplanet","tests.security","2026-07-20","passed","2026-07-20","TestFeatureFlags","test_feature_flags","",""
"PV-BAJ: SSH timeout (KMD-5020) — combinaciones VNO × OLT faltantes.","3","test_baj_matriz_ssh_timeout[PV-BAJ-190-DTV-OLT-SAN-003-True]","tests.api","2026-07-20","passed","2026-07-20","","test_deactivation","",""
"PV-PAR-300: Paridad Cambio de ONT FTTH DirecTV/Huawei MA5600T — Komands ≡ BluePlanet.","0","test_par300_dtv_huawei5600t_cambio_ont_paridad_komands_blueplanet","tests.api","2026-07-20","skipped","2026-07-20","TestParidadDTVHuaweiMA5600T","test_par_provision","",""
